id;title;text;rating;fk_User_Id;fk_Product_Id
1527;Love these vitamins;These are great I started taking for fiber/digestion but noticed they where clearing up congestion in my chest caused by allergies and the immune system building part of these vitamins where clearing up my allergies.love these vitamins for many reasons;5.0;1527;271
1528;Convenient and tastes just fine;This source of chewable fiber is my favorite. It tastes fruity and it is convenient - those two reasons alone keep me from NOT making the effort. I simply cant stand the orange drink fiber option - it has a gross texture and makes me feel bloated after drinking it. These are kind of a treat. Some reviewers dont care for these but dont strike me as chalky, or stick-to-teeth, or anything. This review was collected as part of a promotion.;5.0;1528;271
1529;good but not best;this do a great job but I like the orange fiber Choice you no longer carry better;4.0;1529;271
1530;Fiber Choice;It is fine, but it lacked the weight control feature that I was hoping for. My fault, I guess, but its fine otherwise.;4.0;1530;271
1531;Fiber Choice;This Product works great. I have been taking it for years. Wish it would come without any food colors.;4.0;1531;271
1532;Tastes great;Tasty little treats, gives fiber and fills the sweet tooth. No gassy side effects.;5.0;1532;271
1533;Great for me because I dont get enough fiber.;Great product;5.0;1533;271
1534;Fiber Choice Prediotic Fiber Chewable Tablets, 90;These are good tasting, easy to chew and swallow, just take one and I am on my way, no mixing of powder or measuring. I like them a lot and they seem to help with me being regular.;5.0;1534;271
1535;fiber choice fiber pills;If you need some fiber to help you these are the ones to definitely get.;5.0;1535;271
1536;Good Value;It helps digestion.;5.0;1536;271
1537;Great Product Horrible Ship time;Took forever for Walmart to ship this item....;5.0;1537;271
1538;Excellent source of fiber;Love getting a great source of fiber in a delicious tablet!;5.0;1538;271
1539;Great;Great;5.0;1539;271
1540;fiber choice;It was a good choice for me. It was delivered on time. I order AZO I ordered two, but only got one because the person who delivered it dropped it over the gate and my dogs got a hold of it. There is a note on the outside of gate asking the person who delivers packages to put it on the ledge. And for some reason the person didnt read the note.;5.0;1540;271
1541;supplements;great way to increase fiber intake;5.0;1541;271
1542;Good chewie;Best price around, quality product. Works as well as other brands- like the chewies... Got one of these for a friend as well as two for myself;5.0;1542;271
1543;Works As Advertised;This wine thief works exactly as advertised. Sanitize it, pump it up and down in the must or wine a few times and it fills right up. It will work with your hydrometer in it and its also great for filling a sample cylinder. Really speeds of the process when checking specific gravity.;;1543;272
1544;Works great...some of the time;Works great when the pin at the bottom sits correctly, which seems to be maybe half of the time. Otherwise it has a slow leak which makes pulling a sample difficult. However when it does sit correctly it works great and makes taking a gravity reading a breeze just sterilize the thief and hydrometer, and drop the hydrometer right into the thief. Pull a sample, take a reading, and return the beer into your fermenter by pressing the pin against the side of your vessel.;;1544;272
1545;One of my best investments! Makes is so much easier to sample ...;One of my best investments! Makes is so much easier to sample out of a glass carboy and not waste the sample! you can take a hydrometer reading right inside the tube then empty it back into the carboy or other fermenter.;;1545;272
1546;Easy Hydrometer Readings;This product works exactly as expected. Makes taking samples for hydrometer readings easier than ever. I just drop my hydrometer into the thief and get my reading with no other equipment needed.The only problem I have is sometimes it doesnt drain very well when I have lots of hop particles or other solids floating around in the wort, but this is more of just a small annoyance than any kind of defect in the product.;;1546;272
1547;Great way to sample your brew or take gravity measurements.;Good way to sample your Mead or Wine with out bothering the sediment on the bottom. Use to take gravity measurements or just grab a young not quite ready drink.;;1547;272
1548;I love it;a must if your making wine or brewing beer. dip it in and it will take it out. now you can take your reading. touch the tip and it will come right out.;;1548;272
1549;Lightweight, easy to use - leaks a bit 1 of 1 people found this helpful. Was this review helpful to you Yes No;This works OK, but it does tend to drip out of the bottom when used. Besides using a refractometer, it would be nice if these wine thiefs and hydrometers were smaller in diameter so as to not waste so much beer when taking gravity samples.;;1549;272
1550;If you test your home brew with a hydrometer, this is a must!;Great way to safely and easily remove some home brew from a 5 gallon batch to test it with a hydrometer. Gives you a good long reach into the carboy and it does a great job grabbing enough for testing purposes. Using mine with a 5 gallon glass carboy with a top that accommodates a size 7 stopper. Sanitize it beforehand to prevent contamination and if youre careful you can pour it back when youre done. Dripping is truly minimal. Might find a drop or two from point A to B. Not a necessity for every home brewer but for me its come in handy.;;1550;272
1551;Perfect for thieving beer from unsuspecting fermentors 1 of 1 people found this helpful. Was this review helpful to you Yes No;I would give this 3 stars since it does tend to leak out the bottom, but brewing is messy so it doesnt bother me. I am giving it 4 stars because mine came with the insert to use it as an autosiphon which was a huge plus. Not sure if this was as intended or a mistake. Either way, works for me!;;1551;272
1552;Lightweight, easy to use - leaks a bit;This works OK, but it does tend to drip out of the bottom when used. Besides using a refractometer, it would be nice if these wine thiefs and hydrometers were smaller in diameter so as to not waste so much beer when taking gravity samples.;;1549;272
1553;I love it 2 of 2 people found this helpful. Was this review helpful to you Yes No;a must if your making wine or brewing beer. dip it in and it will take it out. now you can take your reading. touch the tip and it will come right out.;;1548;272
1554;Works great...some of the time 2 of 2 people found this helpful. Was this review helpful to you Yes No;Works great when the pin at the bottom sits correctly, which seems to be maybe half of the time. Otherwise it has a slow leak which makes pulling a sample difficult. However when it does sit correctly it works great and makes taking a gravity reading a breeze just sterilize the thief and hydrometer, and drop the hydrometer right into the thief. Pull a sample, take a reading, and return the beer into your fermenter by pressing the pin against the side of your vessel.;;1544;272
1555;Works As Advertised 1 of 1 people found this helpful. Was this review helpful to you Yes No;This wine thief works exactly as advertised. Sanitize it, pump it up and down in the must or wine a few times and it fills right up. It will work with your hydrometer in it and its also great for filling a sample cylinder. Really speeds of the process when checking specific gravity.;;1543;272
1556;Perfect size for dropping into the head of a carboy ...;Perfect size for dropping into the head of a carboy without it falling in. You always get just enough of a sample to test and can easily return it when done.;;1556;272
1557;Tasty;Excellent Choice. Have never seen Locally;5.0;1557;273
1558;This ginger cocktail is great for tea;This ginger cocktail is great for tea, a mixed beverage or straight over ice. It is very soothing for a sort throat.;5.0;1558;274
1559;Onlne purchasing makes it easy to acquire instead of driving 2 One person found this helpful. Was this review helpful to you Yes No;i bough my first few bottles in Vermont where this is made. Onlne purchasing makes it easy to acquire instead of driving 2 hours;5.0;1559;274
1560;Great for cocktails!;Great to use as a substitute for ginger in your cocktail mixes. You dont get the same freshness you get from grated ginger but it does the job in a pinch.;5.0;1560;274
1561;Delicious tasting wine ...;and dont let the price sway your selection! We have served these wines from Super Bowl gatherings to most recently our Thanksgiving celebration. Everyone enjoyed the wines and when we asked what they thought they cost, they couldnt believe the value! Love the Belle Made For You wines!!;5.0;938;275
1562;Bagel bites;Delio only problem they cooked unevenly;4.0;1562;276
1563;Love Love love;This is my favorite quickie;5.0;1563;276
1564;good taste;great afternoon snack;5.0;1345;276
1565;Great in smoothies;I love this stuff. I like Coco LoPez but it is in a can which makes it difficult to use just a couple of tablespoons. I add it to my fruit smoothies and gives them just that touch of sweetness and coconut flavoring to make them pop. Right now I am using it with an orange chicken stir fry. My problem is that I have been looking for it for about a month and cannot find it at the Walmart stores where I bought it originally. While this is a great product I really dont want to buy a case of it. However, if that is the only way I can get it I may have no other choice. Please start stocking this in the stores.;5.0;1565;277
1566;This makes a great syrup for pancakes and waffles!;I was searching for coconut syrup at my Walmart one day, and I found this Coco Real in the mixed drinks section. While I dont drink alcoholic drinks, I do enjoy mocktails occasionally, so I figured if it wouldnt work for pancakes, then I could make Pina/Colada Mocktails out of it and some pineapple juice. I shook the bottle good to make sure everything was mixed well, then used it on my hot pancakes at home. It was sooooo good. I usually only use pure maple syrup on them, but wanted some coconut syrup. This really filled that need so well. It was so delicious that I do believe I wouldnt even need to use butter on my pancakes when I use Coco Real as my syrup. Its not been easy to find locally for some reason, not even at the Walmart where I found it once. I bought the last two bottles Walmart had that day. It would be very nice if Walmart.com would make it available by the bottle without having to purchase an entire case at one time. I used one of those two bottles up pretty fast, but since I cant find it anymore, I am saving my remaining bottle for when I will get a real bad craving for coconut syrup. Torani also makes a good sugar-free coconut syrup that I would like for Walmart.com to keep in stock regularly, as well as their sugar-free Watermelon syrup. In the hot summertime, Torani sugar-free Watermelon syrup makes such refreshing drinks, and it goes well with Mexican food, which I really enjoy. Its the next best thing to liquefying cubes of real watermelon in my blender and chilled.;5.0;1566;277
1567;This has hit bottom--used to be great;Until recently (Spring 2012)Mr MRS Ts Original tasted like a tomato juice based scrumptous blody-mary mix. My wife and I enjoyed it. Now the original is made with high fructose cord syrup and no loger even tastes like it has a tomato juice base. I will no longer purchase this bastardized concoction.;;1567;278
1568;Very good alone!;I actually like this alone, without any vodka! Tomato juice is good, but I love the spiciness of this mix even better. The cans make it portable (I carry them as a snack at work), and although Im disappointed that Mr. Mrs. T has apparently discontinued the 11.5 oz size I used to buy, this size works for me, too.;;1568;278
1569;Great taste and reasonable size;I keep these on hand for my aging mother in assisted living as she likes a little spice in her snacks. These taste very good and are small enough for a quick snack between meals. I also use them in soups and stews to enrich the broth. They even make a great quick cup of soup by themselves when microwaved and topped with some grated cheese. Very nice product.;;1569;278
1570;Better than the bottle;I developed an appreciation for this drink during my days of frequent airline travel. I prefer to drink them straight (without booze). As a result, I started buying bottles of the mix at the grocery store--because finding this by the can in the real world is impossible. IMPOSSIBLE. Unfortunately, when you buy this by the bottle something happens. The first glass tastes exactly as you expected. But once you open the bottle, if you dont drink the contents within 24-36 hours the taste turns. Keeping a stock of cans in the house, therefore, is essential. I live in a major metropolitan area and I cant find these cans in any store. Not grocery stores (including mom pop, big chains, high-end small chains, etc), not liquor stores (including corner stores or BevMo). Enter Amazon. Im very grateful I can buy this by the can here on the interwebs. I personally prefer the smaller-size cans to the 11.5 ounce. Make sure to buy enough to qualify for super saver shipping.;;1570;278
1571;One of the best Bloody Mary Mixes, though one of the most common;I think you can probably get this at most grocery stores. It really is one of the best mixes for bloody marys. You hardly have to add anything extra to make a reasonable bloody mary. I usually add olives and pickle juice, though.;;1571;278
1572;I used to get these on AA flights with my snack back in the day!;These beverages are good with or without Alcohol. They used to hand them out like candy on American Airlines. I saw them here on Amazon and I could not resist!;;1572;278
1573;This stuff is Great!!!;From the amount of this stuff I order, the folks at Amazon must think Im a serious alcoholic. Truth is, I drink this because its an extremely tasty Tomato Juice Cocktail! No alcohol necessary. Much tastier than V-8. Try it! You could even add alcohol, if it pleases you.;;1573;278
1574;Very Good Bloody Mary Mix - Highly Recommended!;Mr Mrs Ts Bloody Mary Mix is our favorite off-the-shelf Bloody Mary mix and these 5.5oz cans are very convenient. We use the less expensive larger bottles if we know our guests will be having Bloody Marys but like these cans for single servings since the larger bottles need to be refrigerated after being opened.We add a little more than 1oz of Vodka (your taste may vary) and find that it really doesnt need anything else for most people. It is just spicy enough for my wife, but I put an extra shot of Tabasco Sauce in mine and my mother cuts hers with a little tomato juice to dilute the heat a little. These are also good straight (without any spirits added) and as substitute for tomato juice in cooking (particularly vegetable stock) to add an extra zing to your dishes.The 24 can case is a good value (especially if you have Prime or qualify for free Super Saver shipping) since we could only find them in smaller packs locally and at a much higher price per can.Highly Recommended!CFH;;1574;278
1575;Aromatic;To compare with other orange bitters: these are more aromatic-tasting and have more of a real orange zest flavor than Fees orange, which are more of a candy orange flavor, though they differ from Angostura orange, which taste more like Angostura aromatic bitters mixed with Fees orange bitters. This is not to say that it is better different cocktails work better with the other two. I find that a dash of these ones turns an otherwise decent sidecar into an incredible one.;;1575;279
1576;better bitters;Regans Orange Bitters No.6 is not only a wonderful flavor for mixed drinks but makes water, yep plain ol water, taste fabulous!Purchased 3 bottles knowing that at least 2 of them will make wonderful stocking stuffers.;;1576;279
1577;Best Orange Bitter;Ive tried 5 other orange bitters, and I like this one the best. Not too sweet or citrus intensive (like Angostura). A little bit of a spice like flavor to compliment the orange. Works perfect in my Cherry Manhattan -- 3 parts Wild Turkey Rye, 1 part Herring Cherry liqueur, 2 dashes of Regans, 2 Merry Maraschino cherries and a spoon of cherry juice from the cherry jar. So goooooood!;;1577;279
1578;My favorite orange bitters;In my opinion, this is the best all around orange bitters on the market. It has a very bitter, but complex flavor profile. For a lighter, more citrusy orange bitters, try Fee brothers west indian. But Regans adds more depth to most (though not all) cocktails.;;1578;279
1579;Going through a bitters period.;Regans Orange Bitters 6 is just as advertised. Intense and very potent, it will give your Manhattan or Old Fashioned a real kick in the pants. I want to experiment using it with Crepes Suzette or Grand Marnier cakes - it should intensify and enhance quite well. In addition: If you have not tried Fee Brothers Old Fashion Aromatic Bitters or Peychauds Aromatic Cocktail Bitters - then you have not experienced what bitters can do for your cocktails - or vanilla ice cream - for that matter! I am afraid that the old stand-by Angostura just doesnt compare - and I like Angostura very much!;;1579;279
1580;The best bitters Ive found;These orange bitters are very flavorful and, unlike several other brands, are not overly sweet. They are excellent in any of the dryer liquors. I always seek this product out over others of this type.;;1580;279
1581;Best orange bitters on the market;Well balanced, aromatic, just spicy enough without being overpowering. Highly recommended for your next manhattan, and a lovely stocking stuffer.;;1581;279
1582;Your Secret Ingredient;Bitters are making a resurgence these days and I know many bars (at least here in NYC) are bringing back a properly made cocktail. Looking at old cocktail books from the 20s, 30s, and 40s I found that bitters were a key ingredient in many classic cocktails. After doing extensive research I learned that Regans made some of the best, if not the best, orange bitters (go to their website and read the story behind this product). Your other choices are Fee Brothers and Angostura. Regans however gets, and in my opinion, deserves top billing when it comes to orange bitters. These bitters are great in a variety of drinks and I usually put two dashes in my Old Raj martinis. Although you dont get a strong orange flavor per se you do notice that these bitters subtly enhance the complexity of the drink. Try these and you wont be disappointed. Go to Regans website to find literally hundreds of drink recipes that use their bitters. Youll be inspired to make something more than a boring vodka tonic or gin martini.;;1582;279
1583;Not ready for prime time;I have been working my way back to classic cocktail recipes ever since reading David Wondrichs book Imbibe! on the great Professor Jerry Thomas and his cocktail recipes and techniques. A wealth of information there and a beginning of a long journey to try to recreate the cocktail prior to the great disaster called Prohibition. As a martini drinker, I naturally wanted to explore the tastes of the original drink so I began with orange bitters. In my market there were no retailers who carried orange bitters, so I had to rely on the ever more expensive places that will ship the stuff to your door. I started with Fee Brothers orange bitters and then tried the Peychaud version of Gary Regans orange bitters (no. 6). Finally about 3 months ago a local liquor and wine store chain started stocking the new Angostura orange bitters. Thinking it would be easier and less expensive to support a local merchant and also wanting to try the bitters, I picked up a bottle. I was a little taken aback when I saw the retail price, 11 versus 7 for Fee Brothers and 6 for Regans. I decided to try it anyway.Upon opening the bottle I realized that the bottle itself was orange colored and the internal contents were virtually colorless. Having made many fruit and peel extractions for liqueurs, I was very suspicious. Forging on I sniffed the aroma from the open bottle. The first smell is definitely orange, with an underlying clove aroma and something cloying behind those aromas that does not seem to work well. In the drink the orange flavor is good and the bitterness that is necessary in a quality bitter is apparent. But it seems to me that it is quickly overwhelmed by something like a passion fruit flavor that definitely does not belong in a martini. I would consider using this product in drinks that have some fruit juice and will experiment some with it. I think wit would compliment a splash of pineapple juice in a drink like the Cobalt, but I would not use it in a martini.;;1583;280
1584;An orange bitters worthy of the Angostura name;I think its fair to say that Angosturas ubiquitous aromatic bitters are the standard against which all other aromatic bitters are judged. And with the release of Angosturas orange bitters, I believe that the company has created a new standard in that area as well.These bitters are zesty, sharp, and deliver a gigantic orange punch. I am a huge fan of Regans orange bitters, but where those go off into a deeper, spicier direction, Angosturas offering stays laser focused on orange, orange, and more orange. Brilliant. I highly recommend these bitters for anyone who needs a bit more orange accent in your cocktails -- and really, who doesnt;;1584;280
1585;A Dash of Brilliance from Angostura;Angostura has been a brand name well-known to my family for generations. As a child, I remember my grandfather and keeping a bottle around. These days, I always have one on hand and so do most of my friends. Recently my local grocery store stopped carrying Angostura regularly so I looked online for it (as almost everything is available online these days) and much to my surprise it was available in original and orange flavor! I havent yet tried any other brands or flavors of bitters, but I do know that I thoroughly enjoy Angostura orange bitters and will be buying another bottle. In fact, I may have been converted to orange. I find it versatile in that its great for cocktails, non-alcoholic mixers, and flavoring carbonated water such as club soda and seltzer. Like the original, the more you add, the more pronounced the flavor can be so the flavor can range from a delicate hint to bold.;;1585;280
1586;Nice product but price a head scratcher;Angostura Orange Bitters is now the third product in a tiny little product niche that includes long-standing stalwart Fee Brothers and Regans No. 6. Since the traditional Angostura Bitters (essential ingredient in Manhattan and Pegu Club cocktails) is an institution that has extremely wide distribution, this product is piggybacking off the older products brand recognition and iconic status. So why does this product cost 9.95 for 4 oz. when Regans No. 6 costs 6.26 for 5 oz. and Fee Brothers costs 6.99 for 5 oz. The answer is that price probably doesnt matter if youve got the distribution. How many bottles of orange bitters you gonna go through this year, BippyBuy Amazons 3-pack with one bottle of each brand, and youll be set -- and confused -- for life.Angostura Orange Bitters happen to be very good.;;1586;280
1587;Wheat Beers Best Friend;a single drop in the glass before you pour a wheat beer (belgian style) does the job much better than a slice of orange. the flavor hit is pure aromatic orange without the nasty taste of the pith.failed experiments included:*more than one drop: over the top*in a glass of budmillcoor lite: weirdly bitter and flavorless at the same time*in a trappist ale: puts the beer out of balanceLynn Hoffman, author The Short Course in Beer;;1587;280
1588;GREAT Quality at a GREAT price;Bitters have been so strong in the craft-cocktail scene these days, and we are always searching for the best quality and flavors to put behind our bar. This version of Angostura Bitters (Orange) contributes a wonderfully tart and sweet hint to any drink. We are incredibly happy with the results that have been shown when using these. The Price point on this bottle wins all the starts however, as our wholesale purveyors carry the same product for about 5 higher than Amazons list-price.;;1588;280
1589;Hard to find in bulk;It was a great buy;5.0;1589;281
1590;Delicious Coconut popsicle ice cream;Great product. I wish Walmart could keep these in stock. They have been out of stock for weeks. Great value... each popsicle is huge. Come on Walmart... stock these already!!!!;5.0;1590;282
1591;YUMMERS;Im a very picky about buying prepackaged anything, but these are SOOOO good!!!;5.0;1591;282
1592;Sugar free;I drink this all day but it would be nice if a sugar free version was available;5.0;1592;283
1593;Great collins mix;Cant find it anywhere in stores and the price is unbelievable check some of the prices people are asking. just move to Maryland from Virginia all VA stores always had it on their shelves, I think its as close to hand made as you can find. I will always have some on hand as long as I can find it.;5.0;1593;284
1594;To sweet;It took me 3 orders to get the right product. The Collins mix was to sweet for my taste. I tried diluting the mix to cut down on the sweetness but to no avail. I found a product called Polar Tom Collins mix which was almost perfect and can be purchased on-line for a much lower price.;2.0;1594;284
1595;fortheod1;very good product,hard to find locally!;5.0;1595;284
1596;Fabulous mixer!;I prefer to purchase this in the store individually but will do whatevers necessary to get it! Absolutely a MAGNIFICENT mixer!;5.0;1596;284
1597;Collins Mixer;Took 2 tries to get the right order. The product itself is very good.;5.0;1597;284
1598;The best Collins mix on the market.;The best Collins mix you will ever find.;5.0;1598;284
1599;Five Stars;A great buy for the home bottler. Would recommend to a brewing friend.;;1599;285
1600;Four Stars;Look good, just your basic old bottle caps.;;1600;285
1601;Four Stars;Seems like they should go on the bottle better;;541;285
1602;They are great for charms but you should know a couple of things;I purchased these to make charms. They work fine, but if you are using them for this purpose you should know they have a plastic liner. I didnt see that in the description and didnt think about it till thy were received. You can peel off the liner but its a nuisance. Also, I use a Sizzix Big Kick to flatten. At first they were going complete flat and distorted into ovals. After several frustrating attempts, I realized I was using an extra shim from a previous project. If you use just the base plate and the 2 cutting plates, they will turn out perfectly. Also, they cut deep and will stick to the cutting plate but will pop out very easily. My plates are already pretty shot, so I will probably keep using them just for the bottle caps and get new ones for my other projects.;;1602;285
1603;Love this product!;This is the best Bloody Mary mix Ive ever tried! The balance of spice is excellent and when I add the amount of Vodka called for in the recipe it makes a very tasty ( and not too strong ) drink. My order arrived on the day I was told it would, was well packaged and in perfect condition. Very good value for the price! I will order again!;5.0;1603;286
1604;good for what it is intend for...;good for pina coladas. no complains.;4.0;1604;287
1605;Yucky!;This mix is overly sweet and probably could lose the high fructose corn syrup. It also has a soapy taste often associated with coconut oil. I will be dumping it out!;1.0;1605;287
1606;im happy with product;ive only used a few yeasts in my day for making wine, cider, and mead and ive never found much difference in taste depending on yeast. i started my latest hooch two days ago and id like to say ive never had a more active batch. in a 1 gallon carboy or in my 5gal bucket the airlocks are going nuts, very active little buggers they are.;;1606;288
1607;Love this yeast!;I use it for apfelwein (google edworts apfelwein for the recipe). The standard for apfelwein is montrachet, but I find that the cote des blancs ferments out a little dryer, while leaving a cleaner overall flavor and a bit of lingering sweet sensation on your tongue. Costs 1/pack at my local homebrew store, and stays good in the fridge for a couple years, so no point in not buying in bulk.;;1607;288
1608;Highly recommend!!;I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful.;;1608;288
1609;Great Service!;I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice.;;1609;288
1610;A little slow, but very effective for many white wines.;I used this to make apple wine and it was marvelous. It worked very well and didnt have a yeasty flavor at all. It can be a little slow to start, but that is likely because I wasnt using it for the intended purpose. If youre looking for a long-lasting, simple, affordable yeast for white wines of any type, this will keep you happy.It is worth noting that each packet is enough for 5 gallons worth of wine so long as you give it sufficient time to ferment.;;1610;288
1611;yeast;A wonderful yeast for making delicious and strong hard cider. Feed your yeast good, use raw sugar. Add yeast at room temp.;;1611;288
1612;Perfect for your lighter wines, ciders;Nice fresh yeast. This brand has always performed exceptionally, and we have never had a dud. It doesnt impart harsh yeasty flavors to your fermentables. We have used this for wine and mead, holds up to higher alcohol, we dont even prime it, we just pitch and the airlocks are bubbling merrily away in a few hours.;;1612;288
1613;good;Arrived in a timely manner and in good condition. Made honey mead over the fall. Works as directed. Will see results in the spring.;;1613;288
1614;Great Service;I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice.;;1609;288
1615;Good;Doesnt seem to go as dry as some yeasts. I had good results making apple cider in a 5 gallon bucket with this stuff. Would buy again.;;1615;288
1616;yeast;A wonderful yeast for making delicious and strong hard cider. Feed your yeast good, use raw sugar. Add yeast at room temp.;;1616;288
1617;Worked well;A standby, it worked well--still waiting on the finished product. I have used several packets and it is fairly bomb proof.;;1617;288
1618;Failed;Attempted twice to get this to make wine and it failed. It did not ferment at all. Perhaps it was a bad batch of yeast. ();;1618;288
1619;Highly recommend;I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful.;;1608;288
1620;Mildly spicy mustard;This mustard came as a Christmas stocking stuffer. Ive tried various spicy mustards over the years in hope I would find the perfect mustard. Some have been really good, some not quite so good. And to some extent what I want depends on what sort of mood Im in and what Im putting the mustard on. I have come to really like this Alstertor mustard. It has a pleasant taste without being overwhelming. Although I consider it a fairly mild mustard, it is stronger (and nicer) than a typical dijon mustard. At the same time it doesnt have the astringency of certain mustards that heavily emphasize the horseradish. I have found it to be a great complement to large soft pretzels. It also works pretty well with a not overly spiced sausage as well. And I like the little mug. As a home brewer Ive often thought it would be nice to have a mug like this when I wanted to sample my beer.;;703;289
1621;Great German mustard;This is my favorite German mustard! It goes well with everything. The only reason it is getting 4 stars instead of 5 is due to the price. The exact same product can be purchased at World Market for nearly half the price.;;700;289
1622;Nothing special;I am glad if people like this mustard - I am from Germany and this is one of the cheapest mustards and really not that good - in Germany it costs about one Euro or less, it is a cheap mustard.... dont buy it for the glass, its really small and cheap, this mustard is some generic brand, not from one of the good old German famous German companies (Kuehne, Thomy etc.).;;1622;289
1623;One of the best;I currently have nine different mustards in my house. I have lost count of how many I have tried over the years. Some will be bought again. This is one that will definitely always be in my house in the future.;;1623;289
1624;Good mustard, but overpriced!;I purchased this mustard based on the reviews. I am not disappointed in the taste however, I am in the packaging and the price. First, the tape used to hold the lid down was not as pictured nor was it very secure. The date code on the side of the lid is worn off where I cannot read the month or day...only the year, which is 2013. The price at 8.49 is about 5-6 too high. I have found it at MyBrands, which is the importers site for public sale, at 2.25 and elsewhere for 3 and up. I think the 8.49 price has the free shipping built in. I will be ordering this mustard again, but not through Atlantic Quality here on Amazon. Otherwise, very good mustard.;;1624;289
1625;Dusseldorf Mustard;This mustard is AWESOME!!!!!!!!! The only thing I wish you could sell it in big containers. The mug is great for at home, but I would like to use this mustard for other occasions where I would need to purchase it in a gallon container.( I hope it becomes available).I have tried alot of brands of Dusseldorf Mustard and this is by far the BEST yet!!!!!;;1625;289
1626;Best Mustard;Not too strong, not too weak without the overly eggy taste of others.Im a mustard lover. I used to keep 8-12 mustards on hand for different foods. If I had to pick one mustard for everything, this would be it. It will replace at least half my mustard collection.;;1626;289
1627;Awesome Mustard is Right!;I decided to buy this mustard for the novelty of the jar but WOW this is REALLY is good stuff. It has a creamy spicy mustardness I havent experienced before. And, this vendor shipped lightning fast and sent it packaged really well. A+++;;1627;289
1628;great product;I use carmex all the time. love it! keeps my lips moist.;4.0;1628;290
1629;Love this product;I bought this for chapped lips and i got instant relief;5.0;1629;290
1630;Oldie but goodie;This is my favorite I love the jar lip therapy the best;5.0;1630;290
1631;LOVE THE JAR;I use it not just in winter months but under my lipstick;5.0;1631;290
1632;soft lips;carmex makes my chapped lips so soft, that is all i buy.;5.0;1632;290
1633;Love the jar, fits in my pocket;Love this product, only one that really works for me;5.0;1633;290
1634;Carmax;I buy this all the time when i am I need of it its great;5.0;1634;290
1635;Buy two, you will be glad you did!;Buy two, keep one at home and another in your purse!;5.0;144;290
1636;Good and reliable product;The best product on the market for intended usage.;5.0;1636;290
1637;Love the feeling;I so love the feeling of using this product. So smooth;5.0;1637;290
1638;Makeup necessity!;Carmen is my basic secret necessity for beautiful lips.;5.0;1638;290
1639;Truest love;I have used Carmex for years, love using it daily!;5.0;1639;290
1640;Easy and Convenient!;Ever since I bought this, It goes everywhere with me.;5.0;1640;290
1641;Original is the best;the original is still good its all i use. great quality;4.0;1641;290
1642;Soft lips;My lips were chapped this soothed and help heal them;5.0;1642;290
1643;Ms;Its worked for me for 25 years so will continue using;5.0;1643;290
1644;Nothing works better!;This lip balm actually HEALS cracked lips, I love it!!!;5.0;1644;290
1645;Great features!!;Love this stuff! Makes my chapped lips sooooo soft!;5.0;1645;290
1646;great stuff;I used this product since I was young, great stuff.;5.0;1646;290
1647;Great;This Carmex Lip Balm Jar is amazing! Its very useful!;5.0;1647;290
1648;awesome results;I buy this every time and it does wonders for my lips.;5.0;1648;290
1649;great product;Personal favorite lip balm for over 30 years now!!;5.0;1649;290
1650;Great product;I love this one the best but its not as convenient;4.0;1650;290
1651;Great product;Love this product. Immediate relief from chapped lips.;5.0;1651;290
1652;the only lip balm I use;I never live home without it. Always have one close by.;5.0;1652;290
1653;Sexy lips;Works very well. Love how my lips feel . Great product.;5.0;1653;290
1654;Great relief;I always have a jar or tube on me! I need it daily!;5.0;1654;290
1655;Refreshimg;Love the fresh feeling and smell of it on my lips!!;5.0;1655;290
1656;My favorite!;Just wish you would have spf in the original jar style.;4.0;1656;290
1657;love lip balm;the most fabulous balm for chapped lips and cold sores;5.0;1657;290
1658;A little messy but worth it;This stuff keeps my lips nice ands soft and protected;4.0;1658;290
1659;Works great for chapped lips!;Immediately repairs chapped lips! Use it all the time!;5.0;1659;290
1660;carmex Jar;I use the carmex Jar daily at home and work, LOVE IT.;5.0;1660;290
1661;Smooth lips;This is the the lip balm I buy, it gives me soft lips!;5.0;1661;290
1662;Never Chapped;Been using since HS, 30 yrs ago. Never lets me dry up!;5.0;1662;290
1663;Carwax is great;This is a great product. Carmex original lip balm jar.;5.0;1663;290
1664;Creamiest;Have tried others....keep coming back to the best!;5.0;1664;290
1665;Great product.;Would buy this again and recommend this to friends.;4.0;1665;290
1666;Classic favorite;Grew up using this product. Always works great!!!!;5.0;1666;290
1667;Love that it helps my lips;I bought this and it makes my chapped lips feel good.;5.0;1667;290
1668;SOFT LIPS!;I always use this it makes my lips soooooo soft,and kissable!;5.0;1668;290
